Entered_Date;Submission_Status;Fraud_Type;UBICACION;Transaction_Amount_USD;ano;mes;Local_Amount;Merchant_Name;Acquirer_Reference_Number;Transaction_Type;Local_Currency_Code;Directory_Server_ID;Program_Protocol;Transaction_Type_Indicator;string_field_24
2024-06-13 10:17:52.000000 UTC;Success;ROBO;LOCAL;50,38;2024;202404;4406640;PUMA;25.544.204.120.020.000.000.000;;32;;;;
2024-06-27 14:25:26.000000 UTC;Success;CNP;LOCAL;139,07;2024;202405;12220500;DLO*Zapatoslulu;25.544.204.127.020.000.000.000;;32;;;;
2024-07-24 10:42:15.000000 UTC;Success;CNP;LOCAL;37,3;2024;202405;3333335;BDP NATURAL GROUP;25.544.204.152.020.000.000.000;;32;566533ce-61d5-402d-9ab7-d05f553fde9b;2;;
2024-07-24 10:42:15.000000 UTC;Success;CNP;LOCAL;36,4;2024;202405;3333333;BDP NATURAL GROUP;25.544.204.187.010.000.000.000;;32;566533ce-61d5-402d-9ab7-d05f553fde9b;2;;
2024-07-15 09:55:53.000000 UTC;Success;ROBO;LOCAL;3,66;2024;202406;329918;MERPAGO*DRUGSTORE1;25.544.204.170.020.000.000.000;;32;;;;
2024-07-03 13:43:53.000000 UTC;Success;CNP;LOCAL;545,18;2024;202406;49406800;WWW.AEROLINEAS.COM.AR;25.544.204.172.020.000.000.000;;32;;;;
2024-07-24 10:16:21.000000 UTC;Success;CNP;LOCAL;266,85;2024;202406;24329600;WWW.AUTOCITY.COM.AR;25.544.204.181.020.000.000.000;;32;;;;
2024-08-28 14:06:29.000000 UTC;Success;CNP;LOCAL;35,6;2024;202405;3333333;BDP NATURAL GROUP;25.544.204.220.010.000.000.000;;32;566533ce-61d5-402d-9ab7-d05f553fde9b;2;;
2024-08-28 14:00:55.000000 UTC;Success;ROBO;LOCAL;3,55;2024;202406;329917;MERPAGO*DRUGSTORE1;25.544.204.207.010.000.000.000;;32;;;;
2024-08-28 08:32:49.000000 UTC;Success;CNP;LOCAL;58,27;2024;202407;5429000;MERPAGO*HALO;25.544.204.214.020.000.000.000;;32;;;;
2024-09-04 09:51:51.000000 UTC;Success;CNP;LOCAL;6,83;2024;202408;640000;CAMINOS DE LAS SIERRAS;25.544.204.225.020.000.000.000;;32;;;;
2024-09-23 15:03:48.000000 UTC;Success;CNP;LOCAL;47,41;2024;202408;4460000;CARLOS CAROZZO Y C?IA;25.544.204.232.020.000.000.000;;32;;;;
2024-09-23 15:03:48.000000 UTC;Success;CNP;LOCAL;105,42;2024;202408;9917000;GRECOROMANA SRL;25.544.204.232.020.000.000.000;;32;;;;
2024-09-23 15:03:48.000000 UTC;Success;CNP;LOCAL;10,47;2024;202408;985000;CARLOS CAROZZO Y C?IA;25.544.204.232.020.000.000.000;;32;;;;
2024-09-24 08:51:04.000000 UTC;Success;CNP;LOCAL;15,94;2024;202408;1499900;dLocal Go;25.544.204.230.020.000.000.000;;32;;;;
2024-09-23 08:54:04.000000 UTC;Success;ROBO;LOCAL;25,5;2024;202408;2400000;QUIU;25.544.204.232.020.000.000.000;;32;;;;
2024-09-24 08:42:02.000000 UTC;Success;CNP;LOCAL;19,06;2024;202408;1799000;PRO MKT;25.544.204.235.020.000.000.000;;32;;;;
2024-09-23 14:42:10.000000 UTC;Success;CNP;LOCAL;1,52;2024;202408;144071;dLocal Go;25.544.204.237.020.000.000.000;;32;;;;
2024-09-24 08:22:31.000000 UTC;Success;CNP;LOCAL;84,37;2024;202408;8000000;WWW.TICKETEK.COM.AR;25.544.204.241.020.000.000.000;;32;;;;
2024-09-24 08:22:31.000000 UTC;Success;CNP;LOCAL;84,37;2024;202408;8000000;WWW.TICKETEK.COM.AR;25.544.204.241.020.000.000.000;;32;;;;
2024-09-24 13:04:55.000000 UTC;Success;CNP;LOCAL;63,27;2024;202408;6000000;WWW.TICKETEK.COM.AR;25.544.204.241.020.000.000.000;;32;;;;
2024-09-24 14:22:46.000000 UTC;Success;CNP;LOCAL;32,63;2024;202408;3103600;DLO*Reina Green;25.544.204.246.020.000.000.000;;32;;;;
2024-09-24 14:40:42.000000 UTC;Success;CNP;LOCAL;29,97;2024;202409;2858823;ejemplos-curriculum*s;25.544.204.250.020.000.000.000;;32;;;;
2024-09-25 09:52:34.000000 UTC;Success;ROBO;LOCAL;4,48;2024;202409;430000;YPF RAMON FRANCO;25.544.204.260.020.000.000.000;;32;;;;
2024-09-25 09:52:34.000000 UTC;Success;ROBO;LOCAL;3,61;2024;202409;346000;YPF RAMON FRANCO;25.544.204.260.020.000.000.000;;32;;;;
2024-07-15 09:50:17.000000 UTC;Success;CNP;INTER;4;2024;202406;400;grabizseminarclub;87.990.544.161.422.600.000.000;;840;b39b9c48-7cf2-497e-a17c-2b442c3274bf;2;;
2024-08-05 08:39:39.000000 UTC;Success;CNP;INTER;4;2024;202407;400;eseminar4bizzclub;87.990.544.187.426.600.000.000;;840;3436cde2-d5f0-45e3-a9a9-eba8076bd1de;2;;
2024-08-05 08:39:39.000000 UTC;Success;CNP;INTER;64;2024;202407;6400;eseminar4bizzclub;87.990.544.190.427.600.000.000;;840;;;;
2024-07-08 13:04:15.000000 UTC;Success;CNP;INTER;156,77;2024;202406;85210;ZOUTIPEIXOTO;5.265.954.173.217.620.000.000;;986;;;;
2024-08-07 14:02:47.000000 UTC;Success;CNP;INTER;64,7;2024;202407;34952;TPLYBBPAY;5.265.954.193.110.410.000.000;;986;;;;
2024-05-22 11:49:20.000000 UTC;Success;CNP;INTER;33,8;2024;202401;3380;ENERGY MERCER LLC;82.117.554.016.000.000.000.000;;840;5705d7dc-79f7-4bf4-9243-f7b51fc85b10;2;;
2024-08-28 13:48:53.000000 UTC;Success;CNP;LOCAL;52,29;2024;202408;4900000;PAKFREE;82.117.554.223.000.000.000.000;;32;;;;
2024-09-24 13:35:35.000000 UTC;Success;CNP;INTER;29;2024;202408;2900;TIDIO.COM SUBSCRIPTION;82.117.554.234.000.000.000.000;;840;;;;
2024-09-24 13:35:35.000000 UTC;Success;CNP;INTER;29,92;2024;202408;2992;TIDIO.COM SUBSCRIPTION;82.117.554.234.000.000.000.000;;840;;;;
2024-03-18 14:25:22.000000 UTC;Success;ROBO;INTER;45,8;2024;202401;3764500;SUPERMERCADO LIII;52.308.454.024.866.300.000.000;;32;;;;
2024-03-18 14:25:22.000000 UTC;Success;ROBO;INTER;47,67;2024;202401;3918500;SUPERMERCADO LIII;52.308.454.024.866.300.000.000;;32;;;;
2024-03-27 13:39:49.000000 UTC;Success;CNP;INTER;47,55;2024;202402;3952999;DLO*TRACKGUARD.APP;52.308.454.046.590.100.000.000;;32;;;;
2024-04-23 08:22:45.000000 UTC;Success;CNP;INTER;3,9;2024;202403;329900;PEDIDOSYA;52.308.454.071.329.800.000.000;;32;;;;
2024-05-02 12:36:22.000000 UTC;Success;CNP;INTER;34,61;2024;202404;3000000;WWW,LIVESPASS,COM,AR/M;52.308.454.106.880.000.000.000;;32;;;;
2024-05-02 12:36:22.000000 UTC;Success;CNP;INTER;5,19;2024;202404;450000;WWW,LIVEPASS,COM,AR;52.308.454.106.880.400.000.000;;32;;;;
2024-06-13 14:44:54.000000 UTC;Success;CNP;LOCAL;2,31;2024;202404;200001;Personal Flow;52.308.454.101.620.800.000.000;;32;;;;
2024-06-13 14:44:54.000000 UTC;Success;CNP;LOCAL;1,74;2024;202404;150001;Personal Flow;52.308.454.101.634.700.000.000;;32;;;;
2024-06-13 10:17:53.000000 UTC;Success;ROBO;LOCAL;115,35;2024;202404;10090400;VICENTINA;52.308.454.120.322.800.000.000;;32;;;;
2024-06-13 10:17:53.000000 UTC;Success;ROBO;LOCAL;180,46;2024;202404;15785498;GONDOLA ABASTO;52.308.454.120.309.700.000.000;;32;;;;
2024-06-13 10:17:53.000000 UTC;Success;ROBO;LOCAL;124,32;2024;202404;10875000;EVENTOS;52.308.454.120.588.000.000.000;;32;;;;
2024-06-13 10:17:52.000000 UTC;Success;ROBO;LOCAL;70,31;2024;202404;6150000;CAMPO BRAVO;52.308.454.120.951.300.000.000;;32;;;;
2024-06-13 10:17:53.000000 UTC;Success;ROBO;LOCAL;72,02;2024;202404;6300000;FABRIC SUSHI CABELLO;52.308.454.120.255.800.000.000;;32;;;;
2024-07-16 09:37:39.000000 UTC;Success;CNP;LOCAL;26,06;2024;202405;2298000;GENESIS CONSULTORA SA;52.308.454.130.061.700.000.000;;32;;;;
2024-07-03 10:15:03.000000 UTC;Success;CNP;LOCAL;3,15;2024;202405;278200;PAYU*AR*UBER;52.308.454.134.378.200.000.000;;32;;;;
2024-07-03 10:15:04.000000 UTC;Success;CNP;LOCAL;1,9;2024;202405;167900;PAYU*AR*UBER;52.308.454.137.491.800.000.000;;32;;;;
2024-06-13 11:07:42.000000 UTC;Success;CNP;LOCAL;11,28;2024;202405;999900;WWW.FRAVEGA.COM;52.308.454.141.587.400.000.000;;32;;;;
2024-07-03 10:15:04.000000 UTC;Success;CNP;LOCAL;2,49;2024;202405;221000;PAYU*AR*UBER;52.308.454.142.884.600.000.000;;32;;;;
2024-07-03 10:15:51.000000 UTC;Success;ROBO;LOCAL;19,68;2024;202405;1750000;LE DUREAU SAS;52.308.454.144.916.500.000.000;;32;;;;
2024-07-03 10:15:04.000000 UTC;Success;CNP;LOCAL;2,76;2024;202405;246100;PAYU*AR*UBER;52.308.454.145.042.600.000.000;;32;;;;
2024-07-03 10:15:04.000000 UTC;Success;CNP;LOCAL;2,91;2024;202405;259600;PAYU*AR*UBER;52.308.454.148.397.500.000.000;;32;;;;
2024-08-19 09:10:05.000000 UTC;Success;CNP;LOCAL;21,39;2024;202407;1954732;PLATAFORMA10.COM.AR;52.308.454.190.310.200.000.000;;32;;;;
2024-08-14 15:32:21.000000 UTC;Success;CNP;LOCAL;2,18;2024;202407;200000;RENAPER MS;52.308.454.193.420.000.000.000;;32;;;;
2024-08-22 08:58:00.000000 UTC;Success;CNP;LOCAL;4,23;2024;202408;395000;3219 CINEMA ADROGU;52.308.454.219.261.400.000.000;;32;;;;
2024-09-04 10:11:08.000000 UTC;Success;CNP;LOCAL;40,2;2024;202408;3749963;STYLE STORE;52.308.454.218.692.500.000.000;;32;;;;
2024-09-24 14:40:42.000000 UTC;Success;CNP;LOCAL;29,97;2024;202408;2803293;DLO*EJEMPLOS_CURRI;52.308.454.220.061.400.000.000;;32;;;;
2024-09-23 14:19:19.000000 UTC;Success;CNP;LOCAL;67,54;2024;202408;6319800;MERPAGO*MICAELAAYL;52.308.454.220.072.100.000.000;;32;;;;
2024-09-23 14:02:41.000000 UTC;Success;CNP;LOCAL;4,22;2024;202408;395000;7671 CINEMA ADROGU;52.308.454.225.922.500.000.000;;32;;;;
2024-09-18 08:21:03.000000 UTC;Success;CNP;LOCAL;31,87;2024;202408;3000000;ASTROPAY;52.308.454.228.412.900.000.000;;32;;;;
2024-09-18 08:21:03.000000 UTC;Success;CNP;LOCAL;127,56;2024;202408;12000000;ASTROPAY;52.308.454.229.668.500.000.000;;32;;;;
2024-09-18 08:21:03.000000 UTC;Success;CNP;LOCAL;106,3;2024;202408;10000000;ASTROPAY;52.308.454.229.667.000.000.000;;32;;;;
2024-09-18 08:21:03.000000 UTC;Success;CNP;LOCAL;106,3;2024;202408;10000000;ASTROPAY;52.308.454.229.692.500.000.000;;32;;;;
2024-09-18 08:21:03.000000 UTC;Success;CNP;LOCAL;106,3;2024;202408;10000000;ASTROPAY;52.308.454.229.690.100.000.000;;32;;;;
2024-09-11 12:58:46.000000 UTC;Success;CNP;LOCAL;38,94;2024;202408;3665310;WWW.GETTHELOOK.COM.AR;52.308.454.232.514.900.000.000;;32;;;;
2024-09-27 09:29:39.000000 UTC;Success;CNP;LOCAL;358,47;2024;202408;33830775;DLO*OPEN EDUCATION;52.308.454.234.324.200.000.000;;32;;;;
2024-09-16 10:42:21.000000 UTC;Success;CNP;LOCAL;52,98;2024;202408;5000000;NARANJX*JUAN;52.308.454.234.619.000.000.000;;32;;;;
2024-09-16 10:42:22.000000 UTC;Success;CNP;LOCAL;105,96;2024;202408;10000000;NARANJX*JUAN;52.308.454.234.619.100.000.000;;32;;;;
2024-09-24 14:22:46.000000 UTC;Success;CNP;LOCAL;24,91;2024;202409;2369900;PEDIDOSYA;52.308.454.246.823.800.000.000;;32;;;;
2024-09-27 08:59:34.000000 UTC;Success;CNP;LOCAL;314,55;2024;202409;30000000;ASTROPAY;52.308.454.249.888.500.000.000;;32;;;;
2024-09-27 08:59:34.000000 UTC;Success;CNP;LOCAL;415,98;2024;202409;39673920;ASTROPAY;52.308.454.250.737.600.000.000;;32;;;;
2024-09-25 09:52:34.000000 UTC;Success;ROBO;LOCAL;1,88;2024;202409;180000;MARIANO CAPDEVILA;52.308.454.257.436.500.000.000;;32;;;;
2024-08-22 10:06:33.000000 UTC;Success;CNP;INTER;4;2024;202407;400;SCHEDULEDBIZ.COM;75.284.534.190.359.000.000.000;;840;9ef1aeb1-01f6-4654-9c30-bbed8287614c;1;;
2024-08-22 10:06:33.000000 UTC;Success;CNP;INTER;70;2024;202407;7000;SCHEDULEDBIZ.COM;75.284.534.193.358.900.000.000;;840;;;;
2024-07-16 10:39:08.000000 UTC;Success;CNP;INTER;199,75;2024;202406;19975;beauty-well-store;12.701.154.166.904.900.000.000;;840;;;;
2024-07-16 10:39:08.000000 UTC;Success;CNP;INTER;149,6;2024;202406;14960;beauty-well-store;12.701.154.167.582.900.000.000;;840;;;;
2024-06-12 15:02:42.000000 UTC;Success;CNP;LOCAL;23,07;2024;202404;1990000;CONECTA ECOMMERCE;82.701.004.098.000.000.000.000;;32;;;;
2024-07-05 08:27:34.000000 UTC;Success;CNP;LOCAL;672,1;2024;202405;59161392;FEDEX542689805;55.131.584.129.084.000.000.000;;32;;;;
2024-05-22 11:30:50.000000 UTC;Success;CNP;INTER;24,95;2024;202404;2495;UBFUN.FANS;82.716.214.116.900.000.000.000;;840;;;;
2024-08-05 13:30:32.000000 UTC;Success;CNP;INTER;17,82;2024;202407;1782;BLOXFLIP.COM;82.716.214.209.900.000.000.000;;840;ad6825c0-a1b7-4e2e-b69b-3827e81a48f2;2;;
2024-08-05 13:30:32.000000 UTC;Success;CNP;INTER;17,82;2024;202407;1782;BLOXFLIP.COM;82.716.214.209.900.000.000.000;;840;00faca17-63c8-49be-9fef-4c4b6de37e12;2;;
2024-08-05 13:30:32.000000 UTC;Success;CNP;INTER;6,88;2024;202407;688;BLOXFLIP.COM;82.716.214.209.900.000.000.000;;840;b9b5517f-639b-4e48-ad9c-b7d81be8bbcb;2;;
2024-08-05 13:30:32.000000 UTC;Success;CNP;INTER;6,88;2024;202407;688;BLOXFLIP.COM;82.716.214.209.900.000.000.000;;840;fcfaeeb9-521e-45c2-bab2-1f7c2b49b05b;2;;
2024-02-29 02:42:21.000000 UTC;Success;CNP;INTER;54,25;2024;202401;5425;ALCATRAZ CRUISES;55.432.864.012.207.000.000.000;;840;;;;
2024-02-29 02:42:21.000000 UTC;Success;CNP;INTER;81,8;2024;202401;8180;ALCATRAZ CRUISES;55.432.864.013.207.300.000.000;;840;;;;
2024-02-29 02:42:21.000000 UTC;Success;CNP;INTER;54,25;2024;202401;5425;ALCATRAZ CRUISES;55.432.864.012.207.000.000.000;;840;;;;
2024-02-29 02:42:21.000000 UTC;Success;CNP;INTER;81,8;2024;202401;8180;ALCATRAZ CRUISES;55.432.864.013.207.300.000.000;;840;;;;
2024-03-18 14:19:29.000000 UTC;Success;CNP;INTER;47,99;2024;202402;4799;APPLE.COM/BILL;55.432.864.037.204.200.000.000;;840;;;;
2024-06-13 14:44:54.000000 UTC;Success;CNP;INTER;38,99;2024;202404;3899;GOOGLE *Tinder;55.432.864.100.200.700.000.000;;840;;;;
2024-06-27 13:18:47.000000 UTC;Success;CNP;INTER;10;2024;202405;1000;VYPRVPN;55.432.864.132.200.900.000.000;;840;;;;
2024-06-13 08:51:57.000000 UTC;Success;CNP;INTER;34,99;2024;202405;3499;APPLE.COM/BILL;55.432.864.134.201.700.000.000;;840;;;;
2024-07-03 10:15:04.000000 UTC;Success;CNP;INTER;9,99;2024;202405;999;GOOGLE *Tinder;55.432.864.150.206.600.000.000;;840;;;;
2024-07-24 09:54:17.000000 UTC;Success;CNP;INTER;139;2024;202406;13900;Amazon Prime*RC8IX2LJ2;55.432.864.178.205.700.000.000;;840;;;;
2024-09-11 09:03:47.000000 UTC;Success;CNP;INTER;57,79;2024;202408;5439800;MCAFEE*AUTORENEWAL;55.432.864.232.200.300.000.000;;32;;;;
2024-03-18 13:37:39.000000 UTC;Success;ROBO;INTER;6,14;2024;202401;500000;MERPAGO*CHANNELL;12.709.174.011.015.300.000.000;;32;;;;
2024-03-18 13:37:39.000000 UTC;Success;ROBO;INTER;6,14;2024;202401;500000;MERPAGO*CHANNELL;12.709.174.011.015.300.000.000;;32;;;;
2024-03-18 13:37:39.000000 UTC;Success;ROBO;INTER;6,14;2024;202401;500000;MERPAGO*CHANNELL;12.709.174.011.015.300.000.000;;32;;;;
2024-03-18 13:37:39.000000 UTC;Success;ROBO;INTER;12,27;2024;202401;1000000;MERPAGO*CHANNELL;12.709.174.011.015.300.000.000;;32;;;;
2024-03-18 13:37:39.000000 UTC;Success;ROBO;INTER;12,27;2024;202401;1000000;MERPAGO*CHANNELL;12.709.174.011.015.300.000.000;;32;;;;
2024-03-27 13:54:02.000000 UTC;Success;CNP;INTER;25,93;2024;202403;2199900;MERPAGO*SUSCRIPCIONME;12.709.174.072.016.700.000.000;;32;;;;
2024-05-22 13:36:28.000000 UTC;Success;CNP;LOCAL;8,44;2024;202402;699900;MERPAGO*SUSCRIPCIONME;12.709.174.037.015.900.000.000;;32;44a1c1e8-3e57-416d-9520-7807698f50a5;2;;
2024-05-22 13:36:28.000000 UTC;Success;CNP;LOCAL;0,63;2024;202402;52463;MERPAGO*TARIFAPORTRAN;12.709.174.038.015.700.000.000;;32;;;;
2024-06-13 10:31:05.000000 UTC;Success;ROBO;LOCAL;128,84;2024;202404;11186900;MERPAGO*NEUMEN;12.709.174.107.017.200.000.000;;32;;;;
2024-06-13 10:31:05.000000 UTC;Success;ROBO;LOCAL;257,69;2024;202404;22373800;MERPAGO*NEUMEN;12.709.174.107.017.200.000.000;;32;;;;
2024-06-13 10:31:05.000000 UTC;Success;ROBO;LOCAL;128,84;2024;202404;11186900;MERPAGO*NEUMEN;12.709.174.107.017.200.000.000;;32;;;;
2024-06-13 10:31:05.000000 UTC;Success;ROBO;LOCAL;84,08;2024;202404;7299900;MERPAGO*MEXXVA;12.709.174.107.017.500.000.000;;32;;;;
2024-06-13 09:18:30.000000 UTC;Success;CNP;LOCAL;150,51;2024;202405;13286100;MERPAGO*BIDCOMSRL;12.709.174.135.017.900.000.000;;32;;;;
2024-07-03 14:13:19.000000 UTC;Success;CNP;LOCAL;36,95;2024;202405;3275000;MERPAGO*CASADEDEPORTE;12.709.174.139.018.200.000.000;;32;;;;
2024-07-03 14:13:19.000000 UTC;Success;CNP;LOCAL;36,95;2024;202405;3275000;MERPAGO*CASADEDEPORTE;12.709.174.139.018.200.000.000;;32;;;;
2024-07-05 09:00:17.000000 UTC;Success;ROBO;LOCAL;2,25;2024;202405;200000;MERPAGO*MAXIKIOSCO;12.709.174.146.018.400.000.000;;32;;;;
2024-07-05 09:00:17.000000 UTC;Success;ROBO;LOCAL;1,68;2024;202405;150000;MERPAGO*MAXIKIOSCO;12.709.174.146.018.400.000.000;;32;;;;
2024-07-05 09:00:17.000000 UTC;Success;ROBO;LOCAL;5,61;2024;202405;500000;MERPAGO*MAXIKIOSCO;12.709.174.146.018.200.000.000;;32;;;;
2024-07-03 14:13:19.000000 UTC;Success;CNP;LOCAL;15,16;2024;202405;1350000;MERPAGO*MALMI;12.709.174.146.018.400.000.000;;32;;;;
2024-07-03 14:33:46.000000 UTC;Success;ROBO;LOCAL;215,88;2024;202405;19688000;MERPAGO*HIALERS;12.709.174.181.019.300.000.000;;32;;;;
2024-07-03 14:33:46.000000 UTC;Success;ROBO;LOCAL;220,29;2024;202405;19688000;MERPAGO*HIALERS;12.709.174.151.018.300.000.000;;32;;;;
2024-07-16 09:53:11.000000 UTC;Success;ROBO;LOCAL;11,68;2024;202406;1045925;MERPAGO*MULTISTORES;12.709.174.154.018.400.000.000;;32;;;;
2024-07-16 09:52:22.000000 UTC;Success;ROBO;LOCAL;11,68;2024;202406;1045925;MERPAGO*MULTISTORES;12.709.174.154.018.400.000.000;;32;;;;
2024-08-28 13:57:30.000000 UTC;Success;ROBO;LOCAL;11,68;2024;202406;1045925;MERPAGO*MULTISTORES;12.709.174.154.018.400.000.000;;32;;;;
2024-08-28 13:57:30.000000 UTC;Success;ROBO;LOCAL;11,68;2024;202406;1045925;MERPAGO*MULTISTORES;12.709.174.154.018.400.000.000;;32;;;;
2024-08-26 08:53:21.000000 UTC;Success;CNP;LOCAL;3,54;2024;202407;326948;MERPAGO*COTO;12.709.174.202.019.900.000.000;;32;;;;
2024-08-26 08:54:37.000000 UTC;Success;CNP;LOCAL;3,47;2024;202407;326930;MERPAGO*COTO;12.709.174.231.020.300.000.000;;32;;;;
2024-08-14 10:21:36.000000 UTC;Success;CNP;LOCAL;165,21;2024;202407;15302196;MERPAGO*MARIELASEJASA;12.709.174.206.019.700.000.000;;32;;;;
2024-08-26 09:04:13.000000 UTC;Success;CNP;LOCAL;2,57;2024;202407;242575;MERPAGO*ALDANAVIDELA;12.709.174.235.020.400.000.000;;32;;;;
2024-08-26 09:04:33.000000 UTC;Success;CNP;LOCAL;2,62;2024;202407;242577;MERPAGO*ALDANAVIDELA;12.709.174.206.019.700.000.000;;32;;;;
2024-08-14 09:31:33.000000 UTC;Success;ROBO;LOCAL;59,14;2024;202407;5490000;MERPAGO*GRACIASPORELE;12.709.174.208.019.800.000.000;;32;;;;
2024-08-19 09:41:14.000000 UTC;Success;CNP;LOCAL;10,34;2024;202408;964006;MERPAGO*PRUDENTIAL;12.709.174.214.020.200.000.000;;32;;;;
2024-09-04 12:50:32.000000 UTC;Success;ROBO;LOCAL;384,31;2024;202408;36000000;MERPAGO*LAPERLA;12.709.174.223.020.100.000.000;;32;;;;
2024-09-24 09:27:54.000000 UTC;Success;CNP;LOCAL;83,75;2024;202408;7847280;MERPAGO*JESICADANIELA;12.709.174.223.020.400.000.000;;32;;;;
2024-09-24 09:27:54.000000 UTC;Success;CNP;LOCAL;115,79;2024;202408;10899000;MERPAGO*JESICADANIELA;12.709.174.228.020.500.000.000;;32;;;;
2024-09-11 12:58:45.000000 UTC;Success;CNP;LOCAL;343,74;2024;202408;32354550;MERPAGO*EDUCANDOML;12.709.174.230.020.300.000.000;;32;f265dd85-25e7-4d3e-ae30-ae93ddd75667;2;;
2024-09-24 09:27:54.000000 UTC;Success;CNP;LOCAL;1,9;2024;202408;178635;MERPAGO*FIGUEREROCARM;12.709.174.232.020.600.000.000;;32;;;;
2024-09-24 13:57:10.000000 UTC;Success;CNP;LOCAL;10,71;2024;202408;1007918;MERPAGO*MERCADOLIBRE;12.709.174.232.020.600.000.000;;32;;;;
2024-09-24 13:57:10.000000 UTC;Success;CNP;LOCAL;10,47;2024;202408;1007916;MERPAGO*MERCADOLIBRE;12.709.174.262.021.100.000.000;;32;;;;
2024-09-16 10:42:22.000000 UTC;Success;CNP;LOCAL;5,3;2024;202408;500000;MERPAGO*HWEBSK;12.709.174.234.020.400.000.000;;32;;;;
2024-09-16 10:42:21.000000 UTC;Success;CNP;LOCAL;9,07;2024;202408;855880;MERPAGO*HWEBSK;12.709.174.234.020.700.000.000;;32;;;;
2024-09-16 10:42:21.000000 UTC;Success;CNP;LOCAL;10,55;2024;202408;995855;MERPAGO*HWEBSK;12.709.174.234.020.700.000.000;;32;;;;
2024-09-11 08:09:49.000000 UTC;Success;ROBO;LOCAL;0,21;2024;202408;20000;MERPAGO*IVONNEJOHANNA;12.709.174.234.020.400.000.000;;32;;;;
2024-09-11 08:09:48.000000 UTC;Success;ROBO;LOCAL;63,58;2024;202408;6000000;MERPAGO*IVONNEJOHANNA;12.709.174.234.020.700.000.000;;32;;;;
2024-09-11 08:09:49.000000 UTC;Success;ROBO;LOCAL;63,58;2024;202408;6000000;MERPAGO*IVONNEJOHANNA;12.709.174.234.020.700.000.000;;32;;;;
2024-09-11 08:09:49.000000 UTC;Success;ROBO;LOCAL;63,54;2024;202408;6000000;MERPAGO*IVONNEJOHANNA;12.709.174.235.020.400.000.000;;32;;;;
2024-09-11 08:09:49.000000 UTC;Success;ROBO;LOCAL;63,54;2024;202408;6000000;MERPAGO*IVONNEJOHANNA;12.709.174.235.020.400.000.000;;32;;;;
2024-09-11 08:09:49.000000 UTC;Success;ROBO;LOCAL;63,54;2024;202408;6000000;MERPAGO*IVONNEJOHANNA;12.709.174.235.020.400.000.000;;32;;;;
2024-09-11 08:09:49.000000 UTC;Success;ROBO;LOCAL;63,54;2024;202408;6000000;MERPAGO*IVONNEJOHANNA;12.709.174.235.020.400.000.000;;32;;;;
2024-09-11 08:09:49.000000 UTC;Success;ROBO;LOCAL;63,54;2024;202408;6000000;MERPAGO*IVONNEJOHANNA;12.709.174.235.020.700.000.000;;32;;;;
2024-09-24 14:22:46.000000 UTC;Success;CNP;LOCAL;76,25;2024;202408;7253100;MERPAGO*AURORAARG;12.709.174.244.020.700.000.000;;32;5a55466e-31f5-4294-8de8-12a7481b2a0a;2;;
2024-09-25 09:52:34.000000 UTC;Success;ROBO;LOCAL;26,08;2024;202409;2500000;MERPAGO*MARIAC;12.709.174.257.020.900.000.000;;32;;;;
2024-09-25 09:52:34.000000 UTC;Success;ROBO;LOCAL;52,16;2024;202409;5000000;MERPAGO*MARIAC;12.709.174.257.020.900.000.000;;32;;;;
2024-09-25 09:52:34.000000 UTC;Success;ROBO;LOCAL;62,58;2024;202409;6000000;MERPAGO*MARIAC;12.709.174.257.020.900.000.000;;32;;;;
2024-09-30 14:39:27.000000 UTC;Success;CNP;LOCAL;26,89;2024;202409;2577668;MERPAGO*GOODSHOP;12.709.174.257.021.300.000.000;;32;;;;
2024-09-25 09:52:34.000000 UTC;Success;ROBO;LOCAL;24,81;2024;202409;2380000;MERPAGO*AUTOPARTESACC;12.709.174.258.021.000.000.000;;32;;;;
2024-09-25 09:52:49.000000 UTC;Success;CNP;LOCAL;99,87;2024;202409;9580406;MERPAGO*SUSPENSION;12.709.174.258.021.000.000.000;;32;;;;
2024-09-25 09:52:49.000000 UTC;Success;CNP;LOCAL;99,87;2024;202409;9580406;MERPAGO*SUSPENSION;12.709.174.258.021.000.000.000;;32;;;;

